title,rating,review
Stale and dry,1.0,Received these twice for Christmas and they were not edible. Threw them away. Stale and most of the cookies were broken.
Quality.,5.0,This was a gift for my daughter so she could have a treat on her birthday and everybody in the family enjoyed it immensely. The quality is superior.
Aweful,1.0,"They fall apart and taste old. Do not buy, taste like they come from a dollar general store."
fresh,5.0,great value and taste
Great gift for family or office friends!,5.0,Product was fresh; presentation in box was great! A deluxe snack combination for a family or small group
It was a gift and it was torn.,4.0,The box was damaged when delivered. I have ordered in the pass and was happy with the cookies.
Just no,1.0,No
DIRTY AND PLASTIC TORN OPEN CANNOT EAT PRODUCT,1.0,"RECEIVED DAMAGED, TORN, DIRTY AND PLASTIC TORN OPEN CANNOT EAT PRODUCT."
she loved,5.0,gifted. she loved it
Five Stars,5.0,Item exceeded expectation in both presentation and craftsmanship.
Very disappointed - far from gourmet,1.0,"While the biscotti are beautifully packaged and nicely decorated, they weren't fresh and tasted rather ordinary. For the price ($39), they are far from gourmet!"
Deliciously Rich,5.0,"I gifted the biscotti to my sister, and she received them today (fast delivery). She was delighted and shared them with some of her friends at her retirement community. I asked her about everyone's honest opinion of the biscotti (because I'll be regifting these if she liked them), and she said they were delicious and rich--two each were enough to satisfy."
"Cookies not fresh, cracked and chocolate melted",2.0,"This was a gift for a 70th Birthday.
The box was hot from the truck. The chocolate on the Cookies were melted and cookies were cracked and very dry.
So unsatisfied and disappointed since it was a gift to a special person on her 70th Birthday."
Five Stars,5.0,my friends liked the gift!
One Star,1.0,These are just regular cookies with strange frosting.
One Star,1.0,"Broken, stale and very disappointing."
Yummy variety,5.0,Perfect birthday present for those that love chocolate but want something a little different. Variety was great!
Delicious!,5.0,"Sent as a thinking of you, get well gift…. They were not only beautifully decorated, they were delicious!"
dont do it,1.0,think.. childs first time baking. no depth of flavor stale bland tasteless cookies with overly sweet icing. every cookie tasted the same other than the toppers. i left a review on the small box but this in fact was the box he purchased. what a waste.
Super fresh,5.0,It was a gift and they said they were so good. Great gift!
They were delicious,5.0,This was a gift for a friend after surgery. She loved it.
Great Gift,5.0,This was a gift and she thoroughly enjoyed it!
Amazing,5.0,"They were great, soft and flavorful"
Stale?,1.0,Tasted stale
Five Stars,5.0,bought as a gift and she loved them!!
Five Stars,5.0,Excellent biscottis. Would order again anytime!
tasteless,1.0,Dry and tasteless. Would not recommend
Wouldn’t recommend.,1.0,Box came very damaged. Wouldn’t recommend.
n/a,5.0,n/a
One Star,1.0,Horrible
Five Stars,5.0,Great product and fantastic gift!
These things are awful and just taste horrible especially for the outrageous price. Never again,1.0,"These things are awful, stale and just taste horrible especially for the outrageous price. Never again"
Best gift for the parents who have it all!,5.0,Fastest shipping ever which was great cause I mailed it to florida!! My dad loved them!
Five Stars,5.0,Very pretty assortment. Recipient was pleased.
Didn't arrive in good shape,2.0,Biscotti we're broken and the chocolate and toppings have melted and were stuck to the packaging. There was probably good when it started but it wasn't good when it arrived. Very disappointed as this was a gift.
One Star,1.0,Terrible
Average at Best,2.0,No one in my family was crazy about these.
Tastes Great!,5.0,Tastes great and looks very nice!
Stale. Stale. Stale. Be careful when ordering,1.0,Sent as a birthday gift. Nice box and packaging but food was stale. Every item tasted was stale and unedible. There is no refund/return policy for this item!
Subpar,2.0,These were supposed to be great. Bought 5 boxes for Christmas gifts one year and was sad they were all crumbled and dry. No returns
Five Stars,5.0,My mom loved it.
Arrived melted,2.0,"This birthday gift for my sister arrived on time, but melted and missing the card."
Guft,3.0,The recipient liked them
Five Stars,5.0,Very tasty!
Five Stars,5.0,OUR SISTER LOVED IT.
Worth it,5.0,Sent this as a gift and it was a big hit
Great gift,5.0,They are delicious!
Great gift,5.0,Giftable!
Mother’s Day present,5.0,Great gift for mom. Arrived fresh and intact. Happily surprised with sweet taste and low sodium content is ideal for my mom with heart problems. Overall visually appealing and impressive worth it. Great gift thank you.
For a long distance friend,5.0,"She loved the product: taste, presentation, variety. Will certainly use again for gifting"
Worst biscotti I've ever had,1.0,"This is not biscotti, it's more like stale old cake. It had no flavor, I was totally embarrassed to serve them. I've gotten better biscotti from Job lot. You should be ashamed of yourself for selling this garbage."
disappointed,1.0,the product was melted
Awful,1.0,"I received these as a gift and they are awful. They're covered in dust and taste like a pile of nothing. Looks good on the surface, but that's about it. I'm sad that the giver spent their hard-earned money on this item."
"Broken biscottis,melted chocolate",1.0,"Biscottis broken and melted chocolate, could not serve guests."
There's was ants all over the box inside and out,1.0,Very disappointed. There was ants all over the inside and outside of box
Gifted,5.0,Bought for a gift.....my niece loved them
Quality product; I have ordered/given the biscotti before.,5.0,Quality product; I have ordered/given the biscotti before.
A Great House-Warming Present,5.0,I sent these to a friend that bought a new house. She and her son enjoyed the entire box over a weekend. She was quite impressed with how good they were. My only regret was not buying a box for myself. This will definitely be a go-to present again. I thought they were fairly priced as well.
"Great tasting product, just not enough of them for the price",4.0,"They were gifts, and I was told they tasted great, and were fresh and flavorful, there just wasn't alot of them for what it costs"
Delicious,5.0,Great tasting as well as assortment definitely will buy again
Ok,5.0,Ok
Biscotti,5.0,Makes for a great gift.
poorly packaged,3.0,Everything is good … except that it was really poorly packaged. It was just shipped in a white thin Amazon plastic bag! The cookie box was badly damaged and looked like something from years ago. The top decoration of the cookie was a mess. And this is a gift … I am so disappointed and will not purchase again.
Sent as a gift,5.0,"I can’t believe how quickly these were delivered!
My friends loved them Thanks!!"
Great gift,5.0,My dr said they were delicious ! 😊
Marcia,3.0,Packaging was classy. Product display was very appealing. Variety was great! Flavor was ok. Freshness was too dry as some arrived broken. Priced too high for amount of product.
Gift well received,5.0,Sent as birthday gift. Would definitely send again for any occasion. Nice way to say you care and be confident in the gift quality
HORRIBLE! DO NOT BUY!,1.0,"Do NOT buy these. I know what biscotti tastes like because I make them. These were so dry, crumbled, no flavor and STALE. My daughter bought these for me for mother's day. She didn't know, not her fault! I wanted her to return them. We threw them away. Disgusting!
I don't know how anyone can give these 5 stars!"
Amazing!!!,5.0,I have sent this as a gift multiple times and every time the recipients have nothing but positive things to say overall! Highly recommended for sure!
Delicious but a bit pricey,5.0,"These were by far some of the best I’ve ever tasted. I had received as a gift and they were so delicious that I chose to give as a gift, as well— the recipients loved them, too! A bit expensive though."
Yummy!,5.0,Yummy !
what a waste of $$,1.0,"They were stale, broken, and horrible tasting.."
Not broken.,5.0,Smaller than I thought but also there are more then I thought.
It was a great gift package,5.0,My nephew loved this and I am Thanking you 🙏
These taste terrible.,1.0,"These taste terrible, only buy them for people you dislike. I could only eat half of one, I threw the rest out. (If you are reading this mom, I love you and I'm sorry.)"
Sent as a gift,3.0,Bought as a gift for my grandma. I sent it with a gift message to tell her happy birthday and that it was from me and her grandson. Apparently someone screwed up the message and they got someone else’s- my Gma called and told me it didn’t have my name on the gift message or anything close to the msg I sent. So they spent hours trying to figure out who the person was that sent it. Embarrassing. Giving three stars since I was told they were delicious.
Biscotti,3.0,The flavor of the biscotti was very good. But for some reason all but 3 were broken.
CRUMBS AND CHUNKS,1.0,Package left on door step not hand delivered no doorbell ring. This was supposed to be a birthday gift for my mother the package arrived in the evening and the biscotti‘s were in broken pieces more like crumbs and chunks.
